profile_id,user_id,farmer_id_external,agristack_id,aadhaar_token,district_id,taluka_id,village_id,kyc_status,crop_history
493,583,FARM000493,AGR000493,de1267bc-ad25-4567-aea0-ef05a7634e5d,1,23,44,PENDING,"Soybean,Bajra,Cotton"
494,584,FARM000494,AGR000494,965f9094-d549-4d92-86ac-64f2d91406a0,6,36,443,REJECTED,"Soybean,Bajra,Cotton"
495,585,FARM000495,AGR000495,8ee26ec4-26ab-41ae-95d1-5fd3e326a1c1,8,37,273,VERIFIED,"Soybean,Bajra,Cotton"
496,586,FARM000496,AGR000496,f3856220-9ea4-41f6-a28e-f427a06b4667,5,34,105,PENDING,"Soybean,Bajra,Cotton"
497,587,FARM000497,AGR000497,5718e5ac-d61f-4e2c-8af4-6d5f33000ded,6,9,192,PENDING,"Soybean,Bajra,Cotton"
498,588,FARM000498,AGR000498,20635f71-12e2-4f0c-becd-5a68a53edea1,4,40,143,REJECTED,"Soybean,Bajra,Cotton"
499,589,FARM000499,AGR000499,236a5527-aac0-4504-8b0f-c6f507b6c6b6,3,33,12,PENDING,"Soybean,Bajra,Cotton"
500,590,FARM000500,AGR000500,4aa742e3-902b-4371-9f57-7fd37d17c472,7,39,95,VERIFIED,"Soybean,Bajra,Cotton"
501,591,FARM000501,AGR000501,4636edc9-a8f6-4dec-b958-a43a6549365a,5,18,61,REJECTED,"Soybean,Bajra,Cotton"
502,592,FARM000502,AGR000502,4af1e316-9834-4e2f-be2b-728b762e6b83,8,24,265,PENDING,"Soybean,Bajra,Cotton"
503,593,FARM000503,AGR000503,dbb9d5bf-ec92-47c3-a6b4-2bab8de7927e,4,33,278,PENDING,"Soybean,Bajra,Cotton"
504,594,FARM000504,AGR000504,8779d372-3cdd-4c8e-baee-d0f3fcc1ff8b,5,19,206,REJECTED,"Soybean,Bajra,Cotton"
505,595,FARM000505,AGR000505,93159abc-b782-4b82-94fc-18f0c95d861e,1,17,248,PENDING,"Soybean,Bajra,Cotton"
506,596,FARM000506,AGR000506,d959abfe-8b17-4242-b8ea-0c2471b63bae,4,29,442,PENDING,"Soybean,Bajra,Cotton"
507,597,FARM000507,AGR000507,fdfa9e86-d937-495b-b1a0-2af87152222b,5,30,185,VERIFIED,"Soybean,Bajra,Cotton"
508,598,FARM000508,AGR000508,2444d0dd-72fc-447b-8242-bd79b16ef513,6,14,423,VERIFIED,"Soybean,Bajra,Cotton"
509,599,FARM000509,AGR000509,5b211848-c524-46c1-bd8a-ed2bf92be386,7,17,326,PENDING,"Soybean,Bajra,Cotton"
510,600,FARM000510,AGR000510,dc63fdd9-778d-494b-a0f4-26bffc5aaf96,1,18,281,VERIFIED,"Soybean,Bajra,Cotton"
511,601,FARM000511,AGR000511,5c9a587c-d139-4bad-9013-7d5a14e97b94,6,24,210,VERIFIED,"Soybean,Bajra,Cotton"
512,602,FARM000512,AGR000512,8eceb6f0-9d2d-4cd7-b1bd-a91675130582,7,39,269,REJECTED,"Soybean,Bajra,Cotton"
513,603,FARM000513,AGR000513,648dd7a4-afc2-49da-8d87-0774f297f0a2,5,15,175,PENDING,"Soybean,Bajra,Cotton"
514,604,FARM000514,AGR000514,64394b69-cd8a-4dcb-beaa-7c314021182f,8,7,369,REJECTED,"Soybean,Bajra,Cotton"
515,605,FARM000515,AGR000515,39040459-ccdf-45d3-ae18-0470af1b5460,3,32,53,PENDING,"Soybean,Bajra,Cotton"
516,606,FARM000516,AGR000516,60147bfc-9ef5-4b77-8b06-88d58aa8abf5,4,18,459,PENDING,"Soybean,Bajra,Cotton"
517,607,FARM000517,AGR000517,e032aa64-9b6d-4a21-852e-550e054cd699,1,9,459,PENDING,"Soybean,Bajra,Cotton"
518,608,FARM000518,AGR000518,ab607f60-875b-406e-8b06-6466409015b2,7,29,148,PENDING,"Soybean,Bajra,Cotton"
519,609,FARM000519,AGR000519,c28e5f58-4f4c-402c-8828-ac62e5f7c9b3,3,21,79,REJECTED,"Soybean,Bajra,Cotton"
520,610,FARM000520,AGR000520,d5900c84-5435-4fbb-b5ef-c4924f6bc205,3,11,181,PENDING,"Soybean,Bajra,Cotton"
521,611,FARM000521,AGR000521,172c478d-f3b2-4db5-9613-9d3b46508e60,1,16,170,VERIFIED,"Soybean,Bajra,Cotton"
522,612,FARM000522,AGR000522,b391cc79-2354-480e-9823-237658157e0f,3,4,219,PENDING,"Soybean,Bajra,Cotton"
523,613,FARM000523,AGR000523,49028d6e-cba4-4d48-8421-f91d20fde55c,4,10,396,PENDING,"Soybean,Bajra,Cotton"
524,614,FARM000524,AGR000524,ae2786ff-8c36-4dbd-ae1b-066de3dc04e4,2,8,463,PENDING,"Soybean,Bajra,Cotton"
525,615,FARM000525,AGR000525,c34eac5f-55e3-45fc-bcf0-9fe840bce7d7,8,33,204,REJECTED,"Soybean,Bajra,Cotton"
526,616,FARM000526,AGR000526,ba27bcc1-11e1-4b7f-a5a3-935b062b6b1b,5,2,201,PENDING,"Soybean,Bajra,Cotton"
527,617,FARM000527,AGR000527,a2285917-2326-4745-bbee-d0b472947ae4,3,25,401,VERIFIED,"Soybean,Bajra,Cotton"
528,618,FARM000528,AGR000528,369d2c75-2b9c-4ed0-8094-42eae5995179,6,8,390,PENDING,"Soybean,Bajra,Cotton"
529,619,FARM000529,AGR000529,4d2ff271-6afe-4612-bfd7-2939e1262963,6,9,348,VERIFIED,"Soybean,Bajra,Cotton"
530,620,FARM000530,AGR000530,001a0544-35c0-4225-937a-77f44ac1553f,4,14,11,REJECTED,"Soybean,Bajra,Cotton"
531,621,FARM000531,AGR000531,13270283-5ea7-492f-8e64-dd87e3550dc9,4,19,51,VERIFIED,"Soybean,Bajra,Cotton"
532,622,FARM000532,AGR000532,4a9514fd-f139-4206-9673-88e910dab067,4,15,242,REJECTED,"Soybean,Bajra,Cotton"
533,623,FARM000533,AGR000533,76720266-36bb-4c6b-9d23-b3e4e5e3b1f2,6,8,19,REJECTED,"Soybean,Bajra,Cotton"
534,624,FARM000534,AGR000534,4c4a5070-8b58-4d51-a951-b813adbee1f3,6,34,330,REJECTED,"Soybean,Bajra,Cotton"
535,625,FARM000535,AGR000535,c2015f97-c729-4b2c-98f5-57c7ac5dab6d,2,33,236,VERIFIED,"Soybean,Bajra,Cotton"
536,626,FARM000536,AGR000536,9b868f1b-cd76-4d8d-b072-e3d4a2eb07f1,4,14,226,PENDING,"Soybean,Bajra,Cotton"
537,627,FARM000537,AGR000537,f232da6c-1e6d-4c6d-8a2f-14ab0694b7e4,7,24,8,VERIFIED,"Soybean,Bajra,Cotton"
538,628,FARM000538,AGR000538,d4218fae-9d50-4e4f-a3c3-6f4b7ba0b13a,2,22,205,VERIFIED,"Soybean,Bajra,Cotton"
539,629,FARM000539,AGR000539,7fc323e4-913c-4cd1-bbeb-8ca8873ee6f4,7,16,171,REJECTED,"Soybean,Bajra,Cotton"
540,630,FARM000540,AGR000540,6664cf31-852f-4122-9d7f-1520312839aa,4,25,325,VERIFIED,"Soybean,Bajra,Cotton"
541,631,FARM000541,AGR000541,47745ce4-5a7a-4846-99a3-bc8bf05d836d,5,18,241,REJECTED,"Soybean,Bajra,Cotton"
542,632,FARM000542,AGR000542,39def843-25fa-4f94-a0bc-b092cafb24a8,8,30,7,VERIFIED,"Soybean,Bajra,Cotton"
543,633,FARM000543,AGR000543,80a69d12-846d-4451-ba3f-234a08177b40,7,30,117,REJECTED,"Soybean,Bajra,Cotton"
544,634,FARM000544,AGR000544,146f64a4-f3f2-4a45-a2ec-5465c495cabe,3,39,432,PENDING,"Soybean,Bajra,Cotton"
545,635,FARM000545,AGR000545,dea15c27-b1a6-4c16-b35b-40e881e4b1a8,7,11,410,VERIFIED,"Soybean,Bajra,Cotton"
546,636,FARM000546,AGR000546,cedd5c57-db1f-47de-b940-93ea6f165b10,5,29,450,VERIFIED,"Soybean,Bajra,Cotton"
547,637,FARM000547,AGR000547,dad909dd-d8f4-489d-928d-ab2f266e3d11,5,30,447,VERIFIED,"Soybean,Bajra,Cotton"
548,638,FARM000548,AGR000548,d904f0ac-7611-45e0-99ed-5ce494486079,1,5,48,VERIFIED,"Soybean,Bajra,Cotton"
549,639,FARM000549,AGR000549,9e2fc524-546d-47b1-985c-7e69708a9445,3,24,3,PENDING,"Soybean,Bajra,Cotton"
550,640,FARM000550,AGR000550,c870abbd-461f-4265-ba19-711546b219f5,7,33,234,PENDING,"Soybean,Bajra,Cotton"
551,641,FARM000551,AGR000551,bcd879ab-0a2d-457d-97a3-3995418bb230,6,34,189,REJECTED,"Soybean,Bajra,Cotton"
552,642,FARM000552,AGR000552,ff5c9557-8083-4d3a-bb76-910f5971101c,3,7,262,REJECTED,"Soybean,Bajra,Cotton"
553,643,FARM000553,AGR000553,0c4397f7-e4f4-4813-abaa-5598081dc6b2,8,8,191,PENDING,"Soybean,Bajra,Cotton"
554,644,FARM000554,AGR000554,2d0bf5a2-27e8-494f-82b5-792b809e22ed,4,15,450,PENDING,"Soybean,Bajra,Cotton"
555,645,FARM000555,AGR000555,9ce7c1c6-d08d-4cd4-ad0a-fb3335308136,6,22,309,REJECTED,"Soybean,Bajra,Cotton"
556,646,FARM000556,AGR000556,8de12c47-4720-4a76-98d2-ec5a2f1eb88e,5,19,390,VERIFIED,"Soybean,Bajra,Cotton"
557,647,FARM000557,AGR000557,c76496ca-5113-40d8-a4c3-989e3cbfb121,6,8,188,REJECTED,"Soybean,Bajra,Cotton"
558,648,FARM000558,AGR000558,2753512c-da9d-441b-8c78-699fdd0caf63,6,9,169,REJECTED,"Soybean,Bajra,Cotton"
559,649,FARM000559,AGR000559,c78ca67f-221a-47bd-83f2-b8c965b76d21,2,22,83,PENDING,"Soybean,Bajra,Cotton"
560,650,FARM000560,AGR000560,70ef7e00-d93d-483a-9875-d132e74224cc,1,24,114,PENDING,"Soybean,Bajra,Cotton"
561,651,FARM000561,AGR000561,8142df1d-a84e-4ad3-a22a-d8ba12df6cf2,1,11,340,VERIFIED,"Soybean,Bajra,Cotton"
562,652,FARM000562,AGR000562,c3ce8751-d0d8-4553-976b-0a6abecab345,8,24,208,PENDING,"Soybean,Bajra,Cotton"
563,653,FARM000563,AGR000563,c0908bdb-2c1c-4bad-993e-5308962f445c,4,12,405,REJECTED,"Soybean,Bajra,Cotton"
564,654,FARM000564,AGR000564,4254b3e5-0542-4d37-a99c-d83e3883d456,8,11,426,PENDING,"Soybean,Bajra,Cotton"
565,655,FARM000565,AGR000565,f57d836a-4728-4870-8c81-216d67a92846,1,2,193,VERIFIED,"Soybean,Bajra,Cotton"
566,656,FARM000566,AGR000566,c4c110be-1a6c-4bc6-8c1f-95203f2874fe,6,26,346,VERIFIED,"Soybean,Bajra,Cotton"
567,657,FARM000567,AGR000567,2708c388-38cb-41cb-8b12-d15b162f134d,8,35,242,VERIFIED,"Soybean,Bajra,Cotton"
568,658,FARM000568,AGR000568,e8ed1d19-3f60-4965-819c-b87bb2d499e4,3,5,331,VERIFIED,"Soybean,Bajra,Cotton"
569,659,FARM000569,AGR000569,babe81f1-a83b-406b-83e3-8b7926b7d084,3,17,416,REJECTED,"Soybean,Bajra,Cotton"
570,660,FARM000570,AGR000570,17378688-c66a-49ca-8dda-69193d470f23,3,40,395,VERIFIED,"Soybean,Bajra,Cotton"
571,661,FARM000571,AGR000571,4d287018-4e6d-4a4e-8a34-24a2981b6824,6,19,282,REJECTED,"Soybean,Bajra,Cotton"
572,662,FARM000572,AGR000572,03aaab57-9533-48ac-8346-ba4350db431b,3,31,376,REJECTED,"Soybean,Bajra,Cotton"
573,663,FARM000573,AGR000573,8e50fbbd-d29b-4808-8b8e-4a867143cdf2,2,9,141,PENDING,"Soybean,Bajra,Cotton"
574,664,FARM000574,AGR000574,686c8724-ac56-42f0-8760-11c596f5534f,5,13,280,REJECTED,"Soybean,Bajra,Cotton"
575,665,FARM000575,AGR000575,d77bacf8-05a9-4981-a35b-231613c6330b,4,29,381,PENDING,"Soybean,Bajra,Cotton"
576,666,FARM000576,AGR000576,045b9687-3679-4b7c-8430-7f1bb7aa30ad,3,24,253,PENDING,"Soybean,Bajra,Cotton"
577,667,FARM000577,AGR000577,4463b61a-58c7-4d9d-be96-4fc0f9e4ae05,3,4,335,VERIFIED,"Soybean,Bajra,Cotton"
578,668,FARM000578,AGR000578,a163eb4d-5cad-431a-87d9-e9677bd39eaf,2,40,320,VERIFIED,"Soybean,Bajra,Cotton"
579,669,FARM000579,AGR000579,60952ecd-bc2f-49d4-b961-910df26577a8,3,18,413,VERIFIED,"Soybean,Bajra,Cotton"
580,670,FARM000580,AGR000580,a3321724-82d0-44b1-9b6f-da565a6924c4,3,34,12,VERIFIED,"Soybean,Bajra,Cotton"
581,671,FARM000581,AGR000581,35f82a29-2fc7-490e-81a2-5400a5354979,4,29,45,REJECTED,"Soybean,Bajra,Cotton"
582,672,FARM000582,AGR000582,9f7f92a9-57c1-4ff7-814c-30edca92b1c2,8,35,123,VERIFIED,"Soybean,Bajra,Cotton"
583,673,FARM000583,AGR000583,e6ac362c-8f46-4904-a85d-d1275809375c,4,21,461,REJECTED,"Soybean,Bajra,Cotton"
584,674,FARM000584,AGR000584,5d4ae6a0-367a-452e-bfad-757c2cabb872,6,39,14,VERIFIED,"Soybean,Bajra,Cotton"
585,675,FARM000585,AGR000585,cd8cce87-ef64-4f4e-8c65-866eb77615c3,6,24,34,VERIFIED,"Soybean,Bajra,Cotton"
586,676,FARM000586,AGR000586,8a664c70-964b-4b88-b55e-60321e7bebce,1,40,369,VERIFIED,"Soybean,Bajra,Cotton"
587,677,FARM000587,AGR000587,3d8336e8-c9c3-4133-bfa0-9b3c74129f29,1,11,360,PENDING,"Soybean,Bajra,Cotton"
588,678,FARM000588,AGR000588,ca2ff65e-70dc-43ba-a122-a83d2a19cae6,5,20,472,REJECTED,"Soybean,Bajra,Cotton"
589,679,FARM000589,AGR000589,e62cc7bc-f645-4787-b7f6-f54d9e7b0fbf,2,14,226,REJECTED,"Soybean,Bajra,Cotton"
590,680,FARM000590,AGR000590,a2780d3f-d136-4668-9b52-1c4dbe4a9309,5,36,475,VERIFIED,"Soybean,Bajra,Cotton"
591,681,FARM000591,AGR000591,8fd731bd-c764-4db5-8cb8-abfedda7607a,1,19,117,PENDING,"Soybean,Bajra,Cotton"
592,682,FARM000592,AGR000592,374b95f2-f721-4a1b-8c83-dbe2856890d5,2,36,248,REJECTED,"Soybean,Bajra,Cotton"
593,683,FARM000593,AGR000593,b62eb2cd-4277-4db1-b040-74538f326911,3,25,359,REJECTED,"Soybean,Bajra,Cotton"
594,684,FARM000594,AGR000594,6898eb6e-fd53-4431-8a19-8b41f714b247,8,25,403,PENDING,"Soybean,Bajra,Cotton"
595,685,FARM000595,AGR000595,e3251fb5-14f7-4fab-9439-d4c04148aabd,4,15,144,PENDING,"Soybean,Bajra,Cotton"
596,686,FARM000596,AGR000596,5a131437-fd6d-4ad6-af9e-eed55d607fd8,4,9,356,PENDING,"Soybean,Bajra,Cotton"
597,687,FARM000597,AGR000597,5acba013-0f88-4f49-b501-11abe171888f,7,3,115,VERIFIED,"Soybean,Bajra,Cotton"
598,688,FARM000598,AGR000598,9129f205-7708-40f1-a77b-6f1c73c25b36,4,29,405,PENDING,"Soybean,Bajra,Cotton"
599,689,FARM000599,AGR000599,da152b57-fea5-443b-ae5d-78d89bbd9fa3,8,33,179,REJECTED,"Soybean,Bajra,Cotton"
600,690,FARM000600,AGR000600,608d019e-f6e8-4307-8479-4983c18cabb0,8,2,320,REJECTED,"Soybean,Bajra,Cotton"
601,691,FARM000601,AGR000601,7b07759b-4160-4a4f-8d2e-4936742c64ad,6,26,108,VERIFIED,"Soybean,Bajra,Cotton"
602,692,FARM000602,AGR000602,b66dfccb-dd01-4817-9f64-876f82e0420c,6,32,375,REJECTED,"Soybean,Bajra,Cotton"
603,693,FARM000603,AGR000603,100c1982-76af-4c54-914b-9b33dd58fdac,7,11,269,VERIFIED,"Soybean,Bajra,Cotton"
604,694,FARM000604,AGR000604,65d770dd-8234-4348-aa42-0d33e20b7f4f,7,12,242,REJECTED,"Soybean,Bajra,Cotton"
605,695,FARM000605,AGR000605,817b2fd2-f76a-4442-a015-21eae2720444,4,13,335,REJECTED,"Soybean,Bajra,Cotton"
606,696,FARM000606,AGR000606,7d3e1333-d5d5-4eee-b91c-ac4701777ba3,4,23,293,VERIFIED,"Soybean,Bajra,Cotton"
607,697,FARM000607,AGR000607,98c94390-5a54-4c0a-8a32-fefb1e305e8a,5,18,179,REJECTED,"Soybean,Bajra,Cotton"
608,698,FARM000608,AGR000608,4fcee61c-c56a-49ae-8c32-45ac3ec108e8,2,31,145,PENDING,"Soybean,Bajra,Cotton"
609,699,FARM000609,AGR000609,be4ab5a5-6a4c-4bf6-aeb9-ca67112ba2a3,4,21,224,VERIFIED,"Soybean,Bajra,Cotton"
610,700,FARM000610,AGR000610,8e1bf515-fc70-49df-bb51-9d2fc977826c,5,17,407,VERIFIED,"Soybean,Bajra,Cotton"
611,701,FARM000611,AGR000611,f4e8c6e4-cd2e-441a-a51d-4a2044f16b88,3,11,150,REJECTED,"Soybean,Bajra,Cotton"
612,702,FARM000612,AGR000612,55af798a-dd98-4443-8316-95643407e196,2,28,418,PENDING,"Soybean,Bajra,Cotton"
613,703,FARM000613,AGR000613,59f9db9b-bf78-4983-96bf-616a870119f3,7,28,97,VERIFIED,"Soybean,Bajra,Cotton"
614,704,FARM000614,AGR000614,8ec97589-55c0-473a-a0f2-a91a0067ff0e,3,27,89,REJECTED,"Soybean,Bajra,Cotton"
615,705,FARM000615,AGR000615,d4ce5326-0cd5-4c6e-8a73-b7121569554d,3,21,114,REJECTED,"Soybean,Bajra,Cotton"
616,706,FARM000616,AGR000616,d139fdfd-4a23-4838-aea0-cbec3cc12648,7,25,143,VERIFIED,"Soybean,Bajra,Cotton"
617,707,FARM000617,AGR000617,f86d838d-b9e4-465c-bfd1-3245689809f2,2,12,370,REJECTED,"Soybean,Bajra,Cotton"
618,708,FARM000618,AGR000618,d048a9a0-d375-4c99-a5bd-a5782e94d500,4,11,244,REJECTED,"Soybean,Bajra,Cotton"
619,709,FARM000619,AGR000619,21203424-2380-4557-ac24-e14b378e5a2e,4,29,331,REJECTED,"Soybean,Bajra,Cotton"
620,710,FARM000620,AGR000620,45cbeb7a-3d58-4cf1-b20b-7e2350d3ad3f,8,7,9,VERIFIED,"Soybean,Bajra,Cotton"
621,711,FARM000621,AGR000621,b2a279c3-e076-4fee-95e3-309cc479490f,8,3,456,REJECTED,"Soybean,Bajra,Cotton"
622,712,FARM000622,AGR000622,8f7c9fe0-6dba-4396-970c-eeececc228a5,2,35,223,VERIFIED,"Soybean,Bajra,Cotton"
623,713,FARM000623,AGR000623,e3ac7bde-a9fe-41fe-b702-da2246d6988b,5,39,117,REJECTED,"Soybean,Bajra,Cotton"
624,714,FARM000624,AGR000624,8423a76c-3ff6-4ec1-909d-90c45f5fe659,3,23,191,VERIFIED,"Soybean,Bajra,Cotton"
625,715,FARM000625,AGR000625,233ce61c-b074-46cf-b49d-1a755fe6d1bf,8,5,330,VERIFIED,"Soybean,Bajra,Cotton"
626,716,FARM000626,AGR000626,a695bf0d-2c9b-49f6-8db8-64f3bc2029a5,5,10,130,REJECTED,"Soybean,Bajra,Cotton"
627,717,FARM000627,AGR000627,c619aef7-a254-4da2-b80e-a8052e553115,2,4,430,REJECTED,"Soybean,Bajra,Cotton"
628,718,FARM000628,AGR000628,4f26c257-f841-4426-907f-2384789d464f,1,13,128,VERIFIED,"Soybean,Bajra,Cotton"
629,719,FARM000629,AGR000629,9131f367-3367-4027-876d-db60e6092439,2,17,130,VERIFIED,"Soybean,Bajra,Cotton"
630,720,FARM000630,AGR000630,209ef5e5-d5b5-44b5-af4e-ca281314a0c2,5,32,94,PENDING,"Soybean,Bajra,Cotton"
631,721,FARM000631,AGR000631,d7bba96c-f3ed-4232-8273-10841ca7cecf,1,20,470,PENDING,"Soybean,Bajra,Cotton"
632,722,FARM000632,AGR000632,fe810e8e-58c4-47f3-9e51-e3149abf9e98,4,24,125,REJECTED,"Soybean,Bajra,Cotton"
633,723,FARM000633,AGR000633,7cb2afff-ea6a-4e2f-8f50-6175e794365f,7,8,387,VERIFIED,"Soybean,Bajra,Cotton"
634,724,FARM000634,AGR000634,93233c83-bc9f-4413-b1a1-76472d87f13a,1,8,169,REJECTED,"Soybean,Bajra,Cotton"
635,725,FARM000635,AGR000635,20038a4b-100d-4053-82dc-eb0a8ba41acd,2,29,357,PENDING,"Soybean,Bajra,Cotton"
636,726,FARM000636,AGR000636,ed204317-f3a3-4cf3-9945-04c50045eabf,1,15,108,PENDING,"Soybean,Bajra,Cotton"
637,727,FARM000637,AGR000637,500149a3-3804-4012-a5d2-d60b6996620b,1,21,388,PENDING,"Soybean,Bajra,Cotton"
638,728,FARM000638,AGR000638,4b2f39aa-c906-4e47-8dfa-b3e883ef03ed,7,35,201,VERIFIED,"Soybean,Bajra,Cotton"
639,729,FARM000639,AGR000639,5e878d81-3501-4abc-8d25-add1bfee1e71,5,27,38,REJECTED,"Soybean,Bajra,Cotton"
640,730,FARM000640,AGR000640,5e976327-d577-4f73-8e7b-91a1b55eb764,8,28,300,REJECTED,"Soybean,Bajra,Cotton"
641,731,FARM000641,AGR000641,070c11af-0f38-459b-9f31-a7b29bfaa619,8,18,92,PENDING,"Soybean,Bajra,Cotton"
642,732,FARM000642,AGR000642,554450ac-c68c-4764-9813-868670508eed,7,14,339,VERIFIED,"Soybean,Bajra,Cotton"
643,733,FARM000643,AGR000643,a1d2227c-2540-4444-ab63-d032b3589886,4,30,295,VERIFIED,"Soybean,Bajra,Cotton"
644,734,FARM000644,AGR000644,ac1e7d6d-dae0-4dc0-a9c0-c246fb1cc4ea,2,6,351,PENDING,"Soybean,Bajra,Cotton"
645,735,FARM000645,AGR000645,36bc39d3-2f62-4d74-889f-ecc4425644f9,7,1,7,PENDING,"Soybean,Bajra,Cotton"
646,736,FARM000646,AGR000646,696ca6ea-ecc8-4e9a-a5da-aefd53486cc0,8,11,432,VERIFIED,"Soybean,Bajra,Cotton"
647,737,FARM000647,AGR000647,dd32a4d6-f1d6-4738-a52c-55158ca97eb8,8,9,448,PENDING,"Soybean,Bajra,Cotton"
648,738,FARM000648,AGR000648,f27f8422-995b-4254-a38f-19180a35d7e8,7,14,74,REJECTED,"Soybean,Bajra,Cotton"
649,739,FARM000649,AGR000649,07e631c5-8b80-407c-a8f6-9b06fa6d92f0,7,1,337,PENDING,"Soybean,Bajra,Cotton"
650,740,FARM000650,AGR000650,bf7948b5-a5de-4ea0-99bd-90e7302a9849,1,25,227,REJECTED,"Soybean,Bajra,Cotton"
651,741,FARM000651,AGR000651,5d545639-fea2-43a0-8161-8febc974c3d9,6,34,306,VERIFIED,"Soybean,Bajra,Cotton"
652,742,FARM000652,AGR000652,119ea504-f684-478f-8150-5d0de8c6f496,6,5,66,VERIFIED,"Soybean,Bajra,Cotton"
653,743,FARM000653,AGR000653,f1405aee-ff66-4276-b79a-e56daede8c50,2,19,23,PENDING,"Soybean,Bajra,Cotton"
654,744,FARM000654,AGR000654,2b494a38-5bcd-4ad8-8080-dac68b8b00d1,5,35,353,VERIFIED,"Soybean,Bajra,Cotton"
655,745,FARM000655,AGR000655,e10c04f8-0ca3-4c7e-9718-c657e307c86c,2,6,375,REJECTED,"Soybean,Bajra,Cotton"
656,746,FARM000656,AGR000656,a64adafd-2ca5-4c9f-9ae7-06c87eb8f18d,2,20,13,REJECTED,"Soybean,Bajra,Cotton"
657,747,FARM000657,AGR000657,2c8cf617-ab28-4400-af29-d559853930fc,6,12,316,PENDING,"Soybean,Bajra,Cotton"
658,748,FARM000658,AGR000658,7112e045-e090-425b-94f2-388605dac131,7,8,61,REJECTED,"Soybean,Bajra,Cotton"
659,749,FARM000659,AGR000659,37fdf585-27c9-4df3-afa4-3f40a769461a,8,20,250,PENDING,"Soybean,Bajra,Cotton"
660,750,FARM000660,AGR000660,fd7b340d-666f-4313-9d76-1fcec6ff4d16,7,7,223,VERIFIED,"Soybean,Bajra,Cotton"
661,751,FARM000661,AGR000661,4e3160dd-c878-4af5-aed5-3d5b0cecc4a2,7,13,165,PENDING,"Soybean,Bajra,Cotton"
662,752,FARM000662,AGR000662,12ff44a5-5cd1-4088-9a35-4635b49f7b95,7,26,266,REJECTED,"Soybean,Bajra,Cotton"
663,753,FARM000663,AGR000663,57d7a48a-f802-4316-bf84-0c87059dfc35,5,8,301,VERIFIED,"Soybean,Bajra,Cotton"
664,754,FARM000664,AGR000664,429a8883-f3fc-4c5f-9782-6038530ac119,8,17,448,VERIFIED,"Soybean,Bajra,Cotton"
665,755,FARM000665,AGR000665,3343a5d4-1943-4307-8059-8fece094436a,3,29,200,REJECTED,"Soybean,Bajra,Cotton"
666,756,FARM000666,AGR000666,20d594dc-e08c-4b39-95de-f3226e859007,5,24,79,REJECTED,"Soybean,Bajra,Cotton"
667,757,FARM000667,AGR000667,c95f5444-ad2f-4cd2-858a-fd1c7f228206,3,28,77,PENDING,"Soybean,Bajra,Cotton"
668,758,FARM000668,AGR000668,684935b0-99d7-4c64-a407-a64bfc6ad706,4,8,288,VERIFIED,"Soybean,Bajra,Cotton"
669,759,FARM000669,AGR000669,6133b7c1-ee64-4956-a8d0-10d44f9b5d1a,7,6,18,REJECTED,"Soybean,Bajra,Cotton"
670,760,FARM000670,AGR000670,9cedda0e-7b6f-4cee-98f0-b190fd5044f3,8,20,467,REJECTED,"Soybean,Bajra,Cotton"
671,761,FARM000671,AGR000671,e52782dc-6810-472b-a8c5-f3cb90c7c8ff,8,5,53,VERIFIED,"Soybean,Bajra,Cotton"
672,762,FARM000672,AGR000672,c576ceb0-0e81-4002-8d44-7261542e9160,7,20,260,REJECTED,"Soybean,Bajra,Cotton"
673,763,FARM000673,AGR000673,5a151045-dbdc-4dfd-a06c-ab82871f5b7c,1,25,187,VERIFIED,"Soybean,Bajra,Cotton"
674,764,FARM000674,AGR000674,faceb911-bc38-47bc-8220-7dc33d2e9bcb,8,6,9,VERIFIED,"Soybean,Bajra,Cotton"
675,765,FARM000675,AGR000675,adb996df-56ac-4e8d-a960-1b88df65f8cf,3,33,114,REJECTED,"Soybean,Bajra,Cotton"
676,766,FARM000676,AGR000676,adacf67c-196c-43d0-b9f5-89d97b72c282,2,6,284,VERIFIED,"Soybean,Bajra,Cotton"
677,767,FARM000677,AGR000677,ac0e486b-390a-4c9e-bf03-97e0ce743cc7,2,9,149,PENDING,"Soybean,Bajra,Cotton"
678,768,FARM000678,AGR000678,f4262196-1c5c-4515-9501-517abddfb995,8,17,301,VERIFIED,"Soybean,Bajra,Cotton"
679,769,FARM000679,AGR000679,9d5816d1-baf9-401a-962b-76518bd9b97f,6,4,289,REJECTED,"Soybean,Bajra,Cotton"
680,770,FARM000680,AGR000680,e6345ffe-560c-4d6b-b74a-2aa78b9988b3,2,35,337,PENDING,"Soybean,Bajra,Cotton"
681,771,FARM000681,AGR000681,b58bb744-1602-4d5a-8078-bc0e89f5e2d2,5,39,30,VERIFIED,"Soybean,Bajra,Cotton"
682,772,FARM000682,AGR000682,6a95c33e-878f-4f86-88af-c0dc102b6c53,2,28,33,REJECTED,"Soybean,Bajra,Cotton"
683,773,FARM000683,AGR000683,5d98fa85-c6fb-4b10-84a7-b087da6797af,4,38,430,REJECTED,"Soybean,Bajra,Cotton"
684,774,FARM000684,AGR000684,56463571-5fbf-41fd-86ab-12ab09dc6f3a,5,32,149,VERIFIED,"Soybean,Bajra,Cotton"
685,775,FARM000685,AGR000685,6c692f02-8838-4b9c-bcf6-51c1167b0f62,7,2,145,PENDING,"Soybean,Bajra,Cotton"
